48 13 1 926389620
67 13 1 926418960
67 13 1 926418960
75 147 1 926430480
67 48 1 926498640
67 13 1 926935080
67 13 1 926997360
48 50 1 927270780
48 50 1 927270780
48 13 1 927536400
67 48 1 927598320
67 13 1 927616080
67 13 1 927616080
48 13 1 927692280
48 67 1 927692280
48 147 1 927692280
48 50 1 927692280
48 13 1 927699420
48 147 1 927699420
48 147 1 927699420
48 147 1 927792960
48 50 1 927859260
48 13 1 927878580
48 67 1 927878580
48 147 1 927878580
48 50 1 927878580
67 13 1 927887100
67 13 1 928211880
48 13 1 928217280
48 67 1 928217280
48 147 1 928217280
48 50 1 928217280
48 13 1 928287600
48 67 1 928287600
48 147 1 928287600
48 50 1 928287600
48 38 1 928287600
48 147 1 928382940
48 147 1 928385880
48 147 1 928986480
75 49 1 929352000
67 147 1 929356560
75 75 1 929362560
67 147 1 929434500
75 49 1 929446800
75 49 1 929594460
67 147 1 929608020
75 49 1 929696040
75 49 1 930536820
75 49 1 930624600
75 49 1 930625860
75 49 1 930631200
67 13 1 930793800
67 13 1 931236420
67 147 1 931237740
67 50 1 931237740
67 13 1 931237740
67 48 1 931237740
48 13 1 931248840
48 67 1 931248840
48 147 1 931248840
48 50 1 931248840
48 13 1 931346160
48 67 1 931346160
48 147 1 931346160
48 50 1 931346160
107 54 1 931419120
107 107 1 931419120
67 147 1 931420440
67 50 1 931420440
67 13 1 931420440
67 48 1 931420440
50 67 1 932093100
48 13 1 932109720
48 67 1 932109720
48 147 1 932109720
48 50 1 932109720
67 13 1 932705760
67 13 1 932705760
67 13 1 932707380
67 13 1 932707500
107 54 1 932715480
107 54 1 932715480
67 50 1 933040020
48 147 1 933063840
67 13 1 933126720
48 27 1 933128880
67 13 1 933128880
67 13 1 933135060
67 50 1 933146220
48 13 1 933298800
67 147 1 933560580
67 13 1 933566340
67 13 1 933591060
67 13 1 933654660
67 13 1 933661980
96 67 1 933675960
75 49 1 933849240
67 13 1 933905460
67 13 1 934257960
67 50 1 934339380
67 13 1 934339380
67 50 1 934346100
48 13 1 934347060
48 67 1 934347060
48 147 1 934347060
48 50 1 934347060
67 50 1 934355340
67 50 1 934425480
67 13 1 934425480
67 48 1 934425480
67 147 1 934425480
48 147 1 934438140
67 50 1 934452060
48 67 1 934453200
48 13 1 934513860
48 67 1 934513860
48 147 1 934513860
48 50 1 934513860
151 66 1 934769820
151 129 1 934769820
151 66 1 934769820
151 129 1 934769820
48 27 1 934871340
48 13 1 934875120
48 67 1 934875120
48 147 1 934875120
48 50 1 934875120
48 67 1 935048100
48 67 1 935048100
67 50 1 935403360
50 67 1 935490960
50 67 1 935490960
67 147 1 935495400
48 107 1 935549100
48 50 1 935553000
48 13 1 935553000
48 107 1 935581560
67 147 1 935631960
48 13 1 935633340
67 50 1 935634720
48 50 1 935739960
48 50 1 935740620
48 13 1 935740620
48 147 1 935740740
48 67 1 935740740
50 67 1 935750460
48 13 1 935982960
48 67 1 935982960
48 147 1 935982960
48 50 1 935982960
48 13 1 935983860
48 50 1 935983860
67 50 1 935993280
67 50 1 935993280
50 67 1 935997120
50 67 1 935999160
50 67 1 935999160
67 13 1 936067020
67 13 1 936067020
48 13 1 936071100
48 50 1 936071100
48 13 1 936072720
48 67 1 936072720
48 147 1 936072720
48 50 1 936072720
67 50 1 936078600
67 50 1 936081480
67 50 1 936081480
67 13 1 936097800
67 13 1 936097800
48 67 1 936175740
67 48 1 936176100
48 67 1 936180180
48 67 1 936180180
48 136 1 936180660
48 67 1 936180660
67 147 1 936187080
67 147 1 936187080
67 50 1 936187260
67 13 1 936187260
48 67 1 936236700
67 48 1 936237120
67 147 1 936237120
67 50 1 936237120
67 13 1 936237120
67 48 1 936237120
67 147 1 936237120
67 50 1 936237120
67 13 1 936237120
67 48 1 936239940
67 48 1 936239940
48 67 1 936242400
67 147 1 936242820
67 48 1 936259260
50 67 1 936268980
48 136 1 936339660
48 67 1 936339660
67 48 1 936341400
67 50 1 936352140
67 50 1 936352140
48 67 1 936353640
48 67 1 936353640
48 67 1 936667500
48 147 1 936667500
